ts,user_id,country_id,site_id
2019/2/1 22:36,LC3491,QLT,5NPAU
2019/2/1 22:37,LC3B00,BDV,5NPAU
2019/2/1 22:40,LC62C3,TL6,QGO3G
2019/2/1 22:41,LC32BE,BDV,N0OTG
2019/2/1 22:43,LC3381,TL6,QGO3G
2019/2/1 22:48,LC3381,TL6,QGO3G
2019/2/1 22:49,LC3BC8,BDV,5NPAU
2019/2/1 22:49,LC06C3,TL6,N0OTG
2019/2/1 22:50,LC32F2,BDV,5NPAU
2019/2/1 22:51,LC3FC4,BDV,5NPAU
2019/2/1 22:51,LC3FC4,BDV,5NPAU
2019/2/1 22:57,LC3E2A,TL6,QGO3G
2019/2/1 22:59,LC3FC4,BDV,5NPAU
2019/2/1 23:00,LCC3F4,BDV,5NPAU
2019/2/1 23:04,LC37DC,BDV,5NPAU
2019/2/1 23:05,LC3B49,TL6,N0OTG
2019/2/1 23:09,LC06C3,TL6,N0OTG
2019/2/1 23:09,LC31D9,QLT,5NPAU
2019/2/1 23:09,LC06C3,TL6,N0OTG
2019/2/1 23:13,LC06C3,TL6,N0OTG
2019/2/1 23:16,LC06C3,TL6,N0OTG
2019/2/1 23:18,LC329F,BDV,5NPAU
2019/2/1 23:21,LC6C32,BDV,5NPAU
2019/2/1 23:21,LC383A,TL6,QGO3G
2019/2/1 23:28,LC352D,TL6,N0OTG
2019/2/1 23:36,LC31A1,TL6,N0OTG
2019/2/1 23:39,LC32B4,TL6,N0OTG
2019/2/1 23:41,LC3BFC,TL6,N0OTG
2019/2/1 23:43,LC3404,TL6,N0OTG
2019/2/1 23:44,LC3FCA,XA7,N0OTG
2019/2/1 23:48,LC383A,TL6,QGO3G
2019/2/1 23:48,LC32E0,TL6,QGO3G
2019/2/1 23:50,LC06C3,TL6,N0OTG
2019/2/1 23:51,LC3B99,TL6,QGO3G
2019/2/1 23:53,LC30DC,TL6,N0OTG
2019/2/1 23:53,LC360B,TL6,N0OTG
2019/2/1 23:54,LC3568,TL6,RT9Z6
2019/2/2 0:02,LC3245,TL6,N0OTG
2019/2/2 0:03,LC06C3,TL6,N0OTG
2019/2/2 0:04,LC06C3,TL6,N0OTG
2019/2/2 0:22,LC3928,TL6,QGO3G
2019/2/2 0:24,LC3E60,TL6,N0OTG
2019/2/2 0:25,LC3596,QLT,N0OTG
2019/2/2 0:44,LC3EE1,TL6,N0OTG
2019/2/2 0:53,LC3A40,BDV,5NPAU
2019/2/2 0:54,LC3A59,TL6,N0OTG
2019/2/2 0:55,LC3A59,TL6,N0OTG
2019/2/2 0:56,LC3A59,TL6,N0OTG
2019/2/2 0:56,LC3498,TL6,N0OTG
2019/2/2 0:56,LC3A59,TL6,N0OTG
2019/2/2 0:57,LC3FEB,TL6,N0OTG
2019/2/2 1:05,LC3EA8,TL6,N0OTG
2019/2/2 1:06,LC31E2,TL6,N0OTG
2019/2/2 1:06,LC3836,TL6,QGO3G
2019/2/2 1:06,LC3F17,TL6,QGO3G
2019/2/2 1:10,LC3B47,TL6,N0OTG
2019/2/2 1:11,LC3A59,TL6,N0OTG
2019/2/2 1:11,LC3A59,TL6,N0OTG
2019/2/2 1:11,LC3651,XA7,N0OTG
2019/2/2 1:14,LC31E2,TL6,N0OTG
2019/2/2 1:16,LC3D49,TL6,N0OTG
2019/2/2 1:19,LCFEC3,TL6,N0OTG
2019/2/2 1:20,LC3C1C,TL6,N0OTG
2019/2/2 1:22,LC3C1C,TL6,N0OTG
2019/2/2 1:31,LCC383,BDV,5NPAU
2019/2/2 1:35,LC3BE6,TL6,N0OTG
2019/2/2 1:37,LC33D5,TL6,N0OTG
2019/2/2 1:37,LC3BFD,TL6,N0OTG
2019/2/2 1:41,LC3452,TL6,N0OTG
2019/2/2 1:43,LCFC36,QLT,5NPAU
2019/2/2 1:48,LC313C,TL6,N0OTG
2019/2/2 1:49,LC300A,TL6,QGO3G
2019/2/2 1:49,LC3DEC,XA7,N0OTG
2019/2/2 2:00,LC347D,TL6,QGO3G
2019/2/2 2:02,LCFC36,QLT,5NPAU
2019/2/2 2:02,LC3E65,TL6,QGO3G
2019/2/2 2:06,LC376D,TL6,N0OTG
2019/2/2 2:08,LC59C3,TL6,N0OTG
2019/2/2 2:21,LC3FD2,TL6,QGO3G
2019/2/2 2:23,LC3201,HVQ,GVOFK
2019/2/2 2:30,LC3910,XA7,N0OTG
2019/2/2 2:37,LC11C3,TL6,N0OTG
2019/2/2 2:39,LCC367,TL6,N0OTG
2019/2/2 2:39,LCC31D,XA7,N0OTG
2019/2/2 2:45,LC3F7A,TL6,N0OTG
2019/2/2 2:59,LC3B5A,TL6,N0OTG
2019/2/2 3:05,LC31C6,TL6,3POLC
2019/2/2 3:13,LC31C6,TL6,3POLC
2019/2/2 3:15,LC3286,TL6,N0OTG
2019/2/2 3:15,LC326E,TL6,QGO3G
2019/2/2 3:16,LC326E,TL6,QGO3G
2019/2/2 3:16,LC36F3,TL6,N0OTG
2019/2/2 3:17,LC39A0,TL6,N0OTG
2019/2/2 3:19,LC3259,TL6,N0OTG
2019/2/2 3:22,LC35A1,TL6,N0OTG
2019/2/2 3:24,LC3EE7,TL6,N0OTG
2019/2/2 3:32,LC3C8A,TL6,N0OTG
2019/2/2 3:48,LC3C56,TL6,N0OTG
2019/2/2 3:52,LC3C56,TL6,N0OTG
2019/2/2 4:08,LC34F0,HVQ,GVOFK
2019/2/2 4:10,LC3F36,TL6,N0OTG
2019/2/2 4:12,LC3949,TL6,QGO3G
2019/2/2 4:15,LC3949,TL6,QGO3G
2019/2/2 4:26,LC3C43,TL6,N0OTG
2019/2/2 5:07,LCEC3D,TL6,QGO3G
2019/2/2 5:12,LC3906,TL6,3POLC
2019/2/2 5:16,LC3D1B,TL6,N0OTG
2019/2/2 5:16,LC3906,TL6,3POLC
2019/2/2 5:18,LC3906,TL6,3POLC
2019/2/2 5:19,LC3906,TL6,3POLC
2019/2/2 5:28,LC3575,TL6,N0OTG
2019/2/2 5:49,LC3B3A,TL6,N0OTG
2019/2/2 6:48,LC3F3F,TL6,N0OTG
2019/2/2 7:24,LC3BC7,XA7,N0OTG
2019/2/2 7:35,LC38B7,TL6,N0OTG
2019/2/2 7:46,LC316F,QLT,N0OTG
2019/2/2 7:52,LC3A7C,HVQ,3POLC
2019/2/2 7:53,LC3D7E,NVV,N0OTG
2019/2/2 8:15,LC3481,TL6,N0OTG
2019/2/2 8:18,LC316F,QLT,N0OTG
2019/2/2 8:34,LC0EC3,TL6,QGO3G
2019/2/2 8:40,LC3E6F,QLT,N0OTG
2019/2/2 9:08,LC3BB6,QLT,5NPAU
2019/2/2 9:08,LC3BB6,QLT,5NPAU
2019/2/2 9:33,LC33F6,QLT,5NPAU
2019/2/2 9:37,LC33F6,QLT,5NPAU
2019/2/2 9:51,LC3153,TL6,N0OTG
2019/2/2 10:03,LC1AC3,QLT,5NPAU
2019/2/2 10:06,LC362C,QLT,5NPAU
2019/2/2 10:09,LC3A3A,QLT,5NPAU
2019/2/2 10:16,LC36E8,QLT,5NPAU
2019/2/2 10:19,LCAC34,QLT,N0OTG
2019/2/2 10:31,LC344C,QLT,5NPAU
2019/2/2 10:39,LC364F,QLT,5NPAU
2019/2/2 10:39,LC389A,BDV,5NPAU
2019/2/2 10:42,LC31A0,QLT,5NPAU
2019/2/2 10:42,LC31A0,QLT,5NPAU
2019/2/2 10:43,LC31A0,QLT,5NPAU
2019/2/2 10:43,LC31A0,QLT,5NPAU
2019/2/2 10:52,LC32A4,BDV,5NPAU
2019/2/2 10:59,LC3509,BDV,N0OTG
2019/2/2 11:02,LC3C1C,TL6,N0OTG
2019/2/2 11:12,LCC317,QLT,5NPAU
2019/2/2 11:14,LC31C2,QLT,5NPAU
2019/2/2 11:14,LC32A3,QLT,5NPAU
2019/2/2 11:19,LC3A59,TL6,N0OTG
2019/2/2 11:22,LC37A1,QLT,5NPAU
2019/2/2 11:27,LC3A16,HVQ,GVOFK
2019/2/2 11:28,LC3BAB,QLT,5NPAU
2019/2/2 11:29,LC3A59,TL6,N0OTG
2019/2/2 11:29,LC3A59,TL6,N0OTG
2019/2/2 11:30,LC3A59,TL6,N0OTG
2019/2/2 11:30,LC3FBB,BDV,5NPAU
2019/2/2 11:30,LC3A59,TL6,N0OTG
2019/2/2 11:31,LC3A59,TL6,N0OTG
2019/2/2 11:33,LC3CF0,QLT,5NPAU
2019/2/2 11:41,LC3A59,TL6,N0OTG
2019/2/2 11:46,LC366D,BDV,5NPAU
2019/2/2 11:52,LC3A59,TL6,N0OTG
2019/2/2 11:52,LC3A59,TL6,N0OTG
2019/2/2 11:52,LC3A59,TL6,N0OTG
2019/2/2 11:53,LC335F,QLT,5NPAU
2019/2/2 12:00,LC395E,HVQ,GVOFK
2019/2/2 12:00,LC38AA,QLT,5NPAU
2019/2/2 12:04,LC3A59,TL6,N0OTG
2019/2/2 12:04,LC3A59,TL6,N0OTG
2019/2/2 12:17,LC3BBE,TL6,N0OTG
2019/2/2 12:18,LC38AD,BDV,5NPAU
2019/2/2 12:22,LC347A,BDV,5NPAU
2019/2/2 12:29,LC384C,QLT,5NPAU
2019/2/2 12:30,LC39F7,TL6,QGO3G
2019/2/2 12:30,LC7C35,QLT,5NPAU
2019/2/2 12:34,LC3728,TL6,QGO3G
2019/2/2 12:42,LC35E8,BDV,5NPAU
2019/2/2 12:43,LC78C3,TL6,N0OTG
2019/2/2 12:44,LC319C,QLT,5NPAU
2019/2/2 12:46,LC3C8E,QLT,5NPAU
2019/2/2 12:47,LC3D86,TL6,QGO3G
2019/2/2 12:47,LC32C3,BDV,5NPAU
2019/2/2 12:49,LC32C3,BDV,5NPAU
2019/2/2 12:53,LC3A95,TL6,N0OTG
2019/2/2 12:58,LC310B,QLT,N0OTG
2019/2/2 13:07,LC3739,QLT,5NPAU
2019/2/2 13:07,LC3049,TL6,N0OTG
2019/2/2 13:08,LC3CD0,QLT,5NPAU
2019/2/2 13:08,LCCAC3,BDV,5NPAU
2019/2/2 13:09,LC348A,QLT,N0OTG
2019/2/2 13:09,LCCAC3,BDV,5NPAU
2019/2/2 13:09,LCCAC3,BDV,5NPAU
2019/2/2 13:10,LCCAC3,BDV,5NPAU
2019/2/2 13:10,LC3CF3,TL6,QGO3G
2019/2/2 13:14,LC49C3,HVQ,3POLC
2019/2/2 13:17,LC3626,QLT,5NPAU
2019/2/2 13:17,LCCAC3,BDV,5NPAU
2019/2/2 13:17,LCCAC3,BDV,5NPAU
2019/2/2 13:17,LCCAC3,BDV,5NPAU
2019/2/2 13:24,LC73C3,TL6,N0OTG
2019/2/2 13:24,LC3F47,BDV,5NPAU
2019/2/2 13:25,LC9DC3,TL6,QGO3G
2019/2/2 13:27,LC373C,BDV,5NPAU
2019/2/2 13:28,LC3549,BDV,5NPAU
2019/2/2 13:31,LC31B1,BDV,5NPAU
2019/2/2 13:36,LC3679,QLT,5NPAU
2019/2/2 13:40,LC3494,TL6,QGO3G
2019/2/2 13:46,LC5C37,BDV,5NPAU
2019/2/2 13:47,LC3B8E,QLT,5NPAU
2019/2/2 13:58,LCFC38,BDV,5NPAU
2019/2/2 13:58,LC3A60,BDV,5NPAU
2019/2/2 13:59,LC3D10,TL6,N0OTG
2019/2/2 14:03,LC3134,TL6,QGO3G
2019/2/2 14:04,LC3DB6,BDV,5NPAU
2019/2/2 14:04,LC33F1,BDV,5NPAU
2019/2/2 14:05,LC34B5,NVV,N0OTG
2019/2/2 14:14,LC3374,HVQ,GVOFK
2019/2/2 14:14,LC05C3,BDV,5NPAU
2019/2/2 14:19,LC3EE5,TL6,N0OTG
2019/2/2 14:19,LC3420,TL6,N0OTG
2019/2/2 14:22,LC3EE5,TL6,N0OTG
2019/2/2 14:23,LC3EE5,TL6,N0OTG
2019/2/2 14:25,LC3EE5,TL6,N0OTG
2019/2/2 14:25,LC3EE5,TL6,N0OTG
2019/2/2 14:27,LC3EE5,TL6,N0OTG
2019/2/2 14:28,LCA9C3,TL6,3POLC
2019/2/2 14:30,LC36BE,TL6,QGO3G
2019/2/2 14:33,LC381A,QLT,5NPAU
2019/2/2 14:40,LC3FBA,TL6,N0OTG
2019/2/2 14:40,LC30B6,TL6,QGO3G
2019/2/2 14:56,LC35C5,TL6,N0OTG
2019/2/2 14:57,LC3374,BDV,5NPAU
2019/2/2 15:00,LC370D,TL6,N0OTG
2019/2/2 15:05,LC6FC3,TL6,N0OTG
2019/2/2 15:07,LC3F04,BDV,5NPAU
2019/2/2 15:08,LC5C35,QLT,5NPAU
2019/2/2 15:10,LC3CB7,BDV,5NPAU
2019/2/2 15:20,LC31A0,TL6,QGO3G
2019/2/2 15:27,LC34A5,BDV,5NPAU
2019/2/2 15:31,LC9C33,BDV,5NPAU
2019/2/2 15:32,LC3929,BDV,5NPAU
2019/2/2 15:39,LC3E99,QLT,5NPAU
2019/2/2 15:39,LC319C,QLT,5NPAU
2019/2/2 15:40,LC3726,TL6,QGO3G
2019/2/2 15:40,LC3726,TL6,QGO3G
2019/2/2 15:48,LC3ED0,TL6,QGO3G
2019/2/2 15:49,LC39A1,QLT,N0OTG
2019/2/2 15:54,LC33BD,TL6,N0OTG
2019/2/2 15:55,LC30E6,BDV,5NPAU
2019/2/2 15:55,LC3CD8,BDV,N0OTG
2019/2/2 15:56,LC3880,BDV,5NPAU
2019/2/2 15:59,LC39EB,TL6,QGO3G
2019/2/2 15:59,LC3F28,TL6,QGO3G
2019/2/2 16:00,LC39AE,TL6,N0OTG
2019/2/2 16:11,LC3782,QLT,N0OTG
2019/2/2 16:14,LCC3B2,BDV,5NPAU
2019/2/2 16:18,LC3E09,QLT,5NPAU
2019/2/2 16:19,LC2C3A,BDV,N0OTG
2019/2/2 16:19,LC31A0,TL6,QGO3G
2019/2/2 16:21,LC3EAB,QLT,5NPAU
2019/2/2 16:21,LC3B3F,QLT,5NPAU
2019/2/2 16:21,LC3E31,BDV,5NPAU
2019/2/2 16:24,LC38A0,TL6,N0OTG
2019/2/2 16:26,LC3170,BDV,5NPAU
2019/2/2 16:30,LC33C6,QLT,5NPAU
2019/2/2 16:33,LC3188,BDV,5NPAU
2019/2/2 16:37,LC3281,TL6,QGO3G
2019/2/2 16:42,LC3E7E,QLT,5NPAU
2019/2/2 16:42,LC3900,QLT,5NPAU
2019/2/2 16:43,LC31E2,TL6,N0OTG
2019/2/2 16:45,LC3F42,TL6,QGO3G
2019/2/2 16:46,LC3147,QLT,5NPAU
2019/2/2 16:49,LC76C3,TL6,N0OTG
2019/2/2 16:49,LC3154,QLT,5NPAU
2019/2/2 16:54,LCC5C3,BDV,5NPAU
2019/2/2 16:55,LC32F5,TL6,N0OTG
2019/2/2 16:58,LC34B0,QLT,5NPAU
2019/2/2 17:00,LC3DAF,QLT,5NPAU
2019/2/2 17:01,LC381C,TL6,N0OTG
2019/2/2 17:03,LC32F5,TL6,N0OTG
2019/2/2 17:03,LC3BD0,BDV,5NPAU
2019/2/2 17:05,LC32F5,TL6,N0OTG
2019/2/2 17:07,LC32D7,TL6,QGO3G
2019/2/2 17:07,LC3359,TL6,N0OTG
2019/2/2 17:11,LC3581,QLT,5NPAU
2019/2/2 17:12,LC375F,QLT,5NPAU
2019/2/2 17:14,LC31A3,TL6,QGO3G
2019/2/2 17:14,LC3D41,BDV,5NPAU
2019/2/2 17:15,LC3D88,QLT,5NPAU
2019/2/2 17:16,LC3F7A,TL6,N0OTG
2019/2/2 17:22,LC3B07,QLT,5NPAU
2019/2/2 17:30,LC32B0,BDV,5NPAU
2019/2/2 17:31,LC3ADA,BDV,5NPAU
2019/2/2 17:31,LC37E9,QLT,N0OTG
2019/2/2 17:33,LC3011,BDV,5NPAU
2019/2/2 17:38,LC36DC,QLT,5NPAU
2019/2/2 17:39,LC1C35,QLT,5NPAU
2019/2/2 17:41,LC37CF,BDV,5NPAU
2019/2/2 17:42,LCBC34,QLT,5NPAU
2019/2/2 17:42,LC3F71,QLT,5NPAU
2019/2/2 17:43,LC3C6F,BDV,5NPAU
2019/2/2 17:44,LC33B6,TL6,N0OTG
2019/2/2 17:45,LCC346,BDV,5NPAU
2019/2/2 17:45,LCC346,BDV,5NPAU
2019/2/2 17:45,LC3F48,BDV,5NPAU
2019/2/2 17:46,LC3ED6,TL6,N0OTG
2019/2/2 17:46,LCC346,BDV,5NPAU
2019/2/2 17:47,LCC346,BDV,5NPAU
2019/2/2 17:47,LCC346,BDV,5NPAU
2019/2/2 17:47,LCC346,BDV,5NPAU
2019/2/2 17:47,LCFBC3,QLT,5NPAU
2019/2/2 17:47,LCFBC3,QLT,5NPAU
2019/2/2 17:47,LCC346,BDV,5NPAU
2019/2/2 17:47,LCC346,BDV,5NPAU
2019/2/2 17:47,LCC346,BDV,5NPAU
2019/2/2 17:47,LCFBC3,QLT,5NPAU
2019/2/2 17:48,LC342E,BDV,5NPAU
2019/2/2 17:49,LC3906,TL6,3POLC
2019/2/2 17:49,LCC35F,TL6,QGO3G
2019/2/2 17:49,LCC346,BDV,5NPAU
2019/2/2 17:50,LC3916,BDV,5NPAU
2019/2/2 17:51,LC3DE0,BDV,5NPAU
2019/2/2 17:51,LC3481,TL6,N0OTG
2019/2/2 17:53,LC3291,QLT,5NPAU
2019/2/2 17:54,LC3636,BDV,5NPAU
2019/2/2 17:58,LC3C8C,BDV,N0OTG
2019/2/2 17:59,LC38E8,TL6,QGO3G
2019/2/2 18:00,LC91C3,BDV,5NPAU
2019/2/2 18:01,LC3F6F,QLT,5NPAU
2019/2/2 18:02,LC3425,XA7,N0OTG
2019/2/2 18:02,LC39B8,TL6,QGO3G
2019/2/2 18:04,LCC3A5,QLT,5NPAU
2019/2/2 18:04,LCC3A5,QLT,5NPAU
2019/2/2 18:06,LC33A2,QLT,5NPAU
2019/2/2 18:06,LC3A01,TL6,N0OTG
2019/2/2 18:07,LC397D,QLT,5NPAU
2019/2/2 18:08,LC3C9F,TL6,N0OTG
2019/2/2 18:08,LCC346,BDV,5NPAU
2019/2/2 18:08,LCC346,BDV,5NPAU
2019/2/2 18:08,LCC346,BDV,5NPAU
2019/2/2 18:08,LCC346,BDV,5NPAU
2019/2/2 18:08,LCC346,BDV,5NPAU
2019/2/2 18:08,LC327E,QLT,5NPAU
2019/2/2 18:13,LC33F8,TL6,QGO3G
2019/2/2 18:15,LC3E01,QLT,5NPAU
2019/2/2 18:15,LC3E77,TL6,N0OTG
2019/2/2 18:16,LC3FC8,BDV,5NPAU
2019/2/2 18:16,LC3695,QLT,5NPAU
2019/2/2 18:17,LC3721,BDV,5NPAU
2019/2/2 18:19,LC3508,BDV,5NPAU
2019/2/2 18:20,LC3778,TL6,N0OTG
2019/2/2 18:20,LC3A90,QLT,5NPAU
2019/2/2 18:22,LC3A90,QLT,5NPAU
2019/2/2 18:22,LC3371,BDV,5NPAU
2019/2/2 18:23,LC3EE7,QLT,5NPAU
2019/2/2 18:28,LCECC3,QLT,5NPAU
2019/2/2 18:29,LC3A6D,QLT,5NPAU
2019/2/2 18:30,LC38E5,QLT,N0OTG
2019/2/2 18:33,LC35D8,QLT,5NPAU
2019/2/2 18:34,LC3DB6,XA7,N0OTG
2019/2/2 18:35,LC348A,QLT,5NPAU
2019/2/2 18:38,LC3D72,XA7,N0OTG
2019/2/2 18:38,LC35B3,TL6,N0OTG
2019/2/2 18:41,LC3C15,QLT,5NPAU
2019/2/2 18:41,LC3385,QLT,5NPAU
2019/2/2 18:42,LC34D5,QLT,5NPAU
2019/2/2 18:43,LC3D39,QLT,5NPAU
2019/2/2 18:43,LC64C3,BDV,5NPAU
2019/2/2 18:44,LC3AE4,QLT,5NPAU
2019/2/2 18:45,LC3AE4,QLT,5NPAU
2019/2/2 18:45,LC3359,TL6,N0OTG
2019/2/2 18:46,LCC36B,QLT,5NPAU
2019/2/2 18:47,LCC38A,BDV,5NPAU
2019/2/2 18:50,LC361C,QLT,5NPAU
2019/2/2 18:51,LC3D39,QLT,5NPAU
2019/2/2 18:51,LC361E,TL6,N0OTG
2019/2/2 18:51,LC37B3,BDV,5NPAU
2019/2/2 18:51,LC3A62,QLT,5NPAU
2019/2/2 18:52,LC3393,BDV,5NPAU
2019/2/2 18:53,LC3035,BDV,5NPAU
2019/2/2 18:53,LC3051,BDV,5NPAU
2019/2/2 18:55,LC3BF1,TL6,QGO3G
2019/2/2 18:55,LC3EE6,QLT,5NPAU
2019/2/2 18:56,LC34A9,TL6,QGO3G
2019/2/2 18:58,LC35F8,BDV,5NPAU
2019/2/2 18:58,LC3DA1,QLT,5NPAU
2019/2/2 18:59,LC6EC3,QLT,5NPAU
2019/2/2 19:00,LC3C8D,BDV,5NPAU
2019/2/2 19:00,LCC30E,BDV,5NPAU
2019/2/2 19:03,LC06C3,BDV,N0OTG
2019/2/2 19:04,LC363B,BDV,5NPAU
2019/2/2 19:06,LC3BF9,BDV,5NPAU
2019/2/2 19:06,LC3BF4,TL6,N0OTG
2019/2/2 19:08,LC67C3,QLT,5NPAU
2019/2/2 19:09,LC3DFE,TL6,QGO3G
2019/2/2 19:11,LC3D7C,QLT,5NPAU
2019/2/2 19:12,LC3576,QLT,5NPAU
2019/2/2 19:15,LC3761,QLT,5NPAU
2019/2/2 19:16,LC3F78,QLT,5NPAU
2019/2/2 19:16,LC3A10,BDV,5NPAU
2019/2/2 19:18,LC3DE4,QLT,5NPAU
2019/2/2 19:20,LC39A9,BDV,5NPAU
2019/2/2 19:21,LC35C5,QLT,5NPAU
2019/2/2 19:24,LC3AEA,TL6,QGO3G
2019/2/2 19:25,LC35DE,TL6,N0OTG
2019/2/2 19:27,LC3B56,QLT,5NPAU
2019/2/2 19:30,LCAC3B,BDV,5NPAU
2019/2/2 19:31,LC3E03,QLT,5NPAU
2019/2/2 19:33,LC34BD,BDV,5NPAU
2019/2/2 19:33,LC3566,QLT,5NPAU
2019/2/2 19:35,LC3C4B,BDV,5NPAU
2019/2/2 19:35,LC3759,QLT,5NPAU
2019/2/2 19:37,LC7C3F,QLT,5NPAU
2019/2/2 19:37,LC35DD,QLT,5NPAU
2019/2/2 19:37,LC36CC,QLT,5NPAU
2019/2/2 19:38,LC30B3,XA7,N0OTG
2019/2/2 19:39,LC3F48,BDV,5NPAU
2019/2/2 19:41,LC38D5,QLT,5NPAU
2019/2/2 19:44,LC328F,QLT,5NPAU
2019/2/2 19:46,LC3380,BDV,5NPAU
2019/2/2 19:50,LC3A90,QLT,5NPAU
2019/2/2 19:50,LC3A90,QLT,5NPAU
2019/2/2 19:50,LC3A90,QLT,5NPAU
2019/2/2 19:51,LC3A90,QLT,5NPAU
2019/2/2 19:51,LC361C,QLT,5NPAU
2019/2/2 19:51,LC3A90,QLT,5NPAU
2019/2/2 19:51,LC3A90,QLT,5NPAU
2019/2/2 19:51,LC3A90,QLT,5NPAU
2019/2/2 19:54,LC3783,QLT,5NPAU
2019/2/2 19:54,LC3CF8,BDV,5NPAU
2019/2/2 19:54,LC3703,QLT,5NPAU
2019/2/2 19:55,LC3C20,TL6,QGO3G
2019/2/2 20:00,LC3523,BDV,5NPAU
2019/2/2 20:01,LC3CD7,BDV,5NPAU
2019/2/2 20:01,LC3140,QLT,5NPAU
2019/2/2 20:05,LC3A21,BDV,5NPAU
2019/2/2 20:07,LCC31D,BDV,5NPAU
2019/2/2 20:09,LC3DD3,TL6,QGO3G
2019/2/2 20:11,LCF8C3,QLT,5NPAU
2019/2/2 20:12,LC9C36,TL6,QGO3G
2019/2/2 20:13,LC3403,QLT,5NPAU
2019/2/2 20:17,LC3030,BDV,5NPAU
2019/2/2 20:18,LC3693,BDV,5NPAU
2019/2/2 20:21,LC3939,BDV,N0OTG
2019/2/2 20:22,LC3261,QLT,5NPAU
2019/2/2 20:24,LC3D80,TL6,N0OTG
2019/2/2 20:24,LC3AD7,BDV,5NPAU
2019/2/2 20:24,LC3AD7,BDV,5NPAU
2019/2/2 20:25,LC3178,BDV,5NPAU
2019/2/2 20:25,LC3AD7,BDV,5NPAU
2019/2/2 20:25,LC3AD7,BDV,5NPAU
2019/2/2 20:26,LC3AD7,BDV,5NPAU
2019/2/2 20:32,LC330B,TL6,QGO3G
2019/2/2 20:32,LCC3C1,TL6,N0OTG
2019/2/2 20:34,LC324C,QLT,N0OTG
2019/2/2 20:39,LC3ABF,QLT,5NPAU
2019/2/2 20:39,LC34C3,BDV,5NPAU
2019/2/2 20:40,LC35D4,QLT,5NPAU
2019/2/2 20:40,LC35D4,QLT,5NPAU
2019/2/2 20:40,LC35D4,QLT,5NPAU
2019/2/2 20:40,LC35D4,QLT,5NPAU
2019/2/2 20:40,LC35D4,QLT,5NPAU
2019/2/2 20:43,LC37A8,QLT,5NPAU
2019/2/2 20:45,LC3CD5,BDV,5NPAU
2019/2/2 20:46,LC3CD5,BDV,5NPAU
2019/2/2 20:46,LC361F,QLT,5NPAU
2019/2/2 20:47,LC3C41,BDV,5NPAU
2019/2/2 20:51,LC8C3C,BDV,5NPAU
2019/2/2 20:53,LC3D00,TL6,N0OTG
2019/2/2 20:53,LC3A49,BDV,5NPAU
2019/2/2 20:58,LC3292,XA7,N0OTG
2019/2/2 21:00,LC3147,TL6,QGO3G
2019/2/2 21:07,LC4C3D,BDV,5NPAU
2019/2/2 21:09,LC3836,TL6,QGO3G
2019/2/2 21:10,LC3EF8,TL6,N0OTG
2019/2/2 21:10,LC3EC4,QLT,5NPAU
2019/2/2 21:12,LC23C3,TL6,QGO3G
2019/2/2 21:13,LC339F,TL6,QGO3G
2019/2/2 21:15,LC3EA4,BDV,5NPAU
2019/2/2 21:15,LC3EA4,BDV,5NPAU
2019/2/2 21:15,LC3EA4,BDV,5NPAU
2019/2/2 21:16,LC34C3,BDV,5NPAU
2019/2/2 21:23,LC3CF1,TL6,N0OTG
2019/2/2 21:24,LC30A5,QLT,5NPAU
2019/2/2 21:26,LC318C,TL6,N0OTG
2019/2/2 21:29,LC3855,BDV,5NPAU
2019/2/2 21:32,LC3491,QLT,5NPAU
2019/2/2 21:34,LC3491,QLT,5NPAU
2019/2/2 21:34,LC3491,QLT,5NPAU
2019/2/2 21:34,LC3491,QLT,5NPAU
2019/2/2 21:34,LC3491,QLT,5NPAU
2019/2/2 21:38,LCA8C3,BDV,5NPAU
2019/2/2 21:41,LCC372,QLT,5NPAU
2019/2/2 21:41,LC3126,TL6,QGO3G
2019/2/2 21:42,LC3005,BDV,5NPAU
2019/2/2 21:46,LC0FC3,TL6,N0OTG
2019/2/2 21:52,LC358F,TL6,N0OTG
2019/2/2 22:04,LC35FF,TL6,QGO3G
2019/2/2 22:05,LC3133,BDV,5NPAU
2019/2/2 22:08,LC3DB6,BDV,5NPAU
2019/2/2 22:10,LC3D2B,QLT,5NPAU
2019/2/2 22:16,LC32E5,TL6,QGO3G
2019/2/2 22:17,LC39DD,TL6,N0OTG
2019/2/2 22:17,LC380F,BDV,5NPAU
2019/2/2 22:17,LC39DD,TL6,N0OTG
2019/2/2 22:18,LCCFC3,TL6,N0OTG
2019/2/2 22:19,LC30C4,TL6,QGO3G
2019/2/2 22:22,LCA8C3,BDV,5NPAU
2019/2/2 22:27,LC3EB0,XA7,N0OTG
2019/2/2 22:27,LC1CC3,TL6,QGO3G
2019/2/2 22:33,LC3B13,TL6,QGO3G
2019/2/2 22:36,LCFFC3,XA7,N0OTG
2019/2/2 22:36,LC31EA,QLT,5NPAU
2019/2/2 22:36,LC31EA,QLT,5NPAU
2019/2/2 22:36,LC31EA,QLT,5NPAU
2019/2/2 22:36,LC31EA,QLT,5NPAU
2019/2/2 22:42,LCC3B6,BDV,5NPAU
2019/2/2 22:42,LCC3B6,BDV,5NPAU
2019/2/2 22:59,LC3AC4,TL6,QGO3G
2019/2/2 23:01,LC30A1,QLT,5NPAU
2019/2/2 23:01,LC3A59,HVQ,GVOFK
